Brand,Store Number,Store Name,Ownership Type,Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,,,,,,,,,,,
Starbucks,12073-11116,Kensington - Gloucester Rd,Company Owned,"17-35 Gloucester Road, Unit 5",London,ENG,GB,SW7 4PL,2075812368,GMT+0:00 Europe/London,-0.183485,51.498089,,"17-35 Gloucester Road, Unit 5 SW7 4PL",,,,,,,"17-35 Gloucester Road, Unit 5 SW7 4PL",51.498089,-0.183485
Starbucks,12362-75901,Fulham Broadway Station,Company Owned,"Fulham Broadway Station, Unit 4",London,ENG,GB,SW61BY,2076103736,GMT+0:00 Europe/London,-0.194427,51.480304,,"Fulham Broadway Station, Unit 4 SW61BY",,,,,,,"Fulham Broadway Station, Unit 4 SW61BY",51.480304,-0.194427
Starbucks,12314-62402,Southampton Row,Company Owned,"124 Southhampton Row, Broadway",London,ENG,GB,WC1B 5AA,2074046420,GMT+0:00 Europe/London,-0.122949,51.520765,,"124 Southhampton Row, Broadway WC1B 5AA",,,,,,,"124 Southhampton Row, Broadway WC1B 5AA",51.520765,-0.122949
Starbucks,12052-10419,Muswell Hill - Broadway,Company Owned,"114 Muswell Hill,",London,ENG,GB,N10 3RU,2088838559,GMT+0:00 Europe/London,-0.143593,51.590144,,"114 Muswell Hill, N10 3RU",,,,,,,"114 Muswell Hill, N10 3RU",51.590144,-0.143593
Starbucks,29489-254066,"The Lion, 1 Junction",Franchise,"The Lion, 1 Junction Road, London",London,ENG,GB,N19 5QT,2072721930,GMT+0:00 Europe/London,-0.134352,51.565367,,"The Lion, 1 Junction Road, London N19 5QT",,,,,,,"The Lion, 1 Junction Road, London N19 5QT",51.565367,-0.134352
Starbucks,12359-75880,Clapham High Street,Company Owned,"202/204 Clapham High Street, Ground Floor",London,ENG,GB,SW4 7UD,2076270817,GMT+0:00 Europe/London,-0.138154,51.462106,,"202/204 Clapham High Street, Ground Floor SW4 7UD",,,,,,,"202/204 Clapham High Street, Ground Floor SW4 7UD",51.462106,-0.138154
Starbucks,12671-104117,Greenwich - The O2,Company Owned,"The O2, Unit 101",London,ENG,GB,SE10 0BB,2082691303,GMT+0:00 Europe/London,0.005059,51.502223,,"The O2, Unit 101 SE10 0BB",,,,,,,"The O2, Unit 101 SE10 0BB",51.502223,0.005059
Starbucks,12122-11946,Wardour Street/Hollen Street,Company Owned,"170 Wardour Street, The Circle",London,ENG,GB,W1V 4LA,2072871956,GMT+0:00 Europe/London,-0.135201,51.515279,,"170 Wardour Street, The Circle W1V 4LA",,,,,,,"170 Wardour Street, The Circle W1V 4LA",51.515279,-0.135201
Starbucks,12754-137688,St Pancras International Station,Company Owned,"St Pancras International Station, Unit 24",London,ENG,GB,NW1 2QL,2072784878,GMT+0:00 Europe/London,-0.126368,51.532194,,"St Pancras International Station, Unit 24 NW1 2QL",,,,,,,"St Pancras International Station, Unit 24 NW1 2QL",51.532194,-0.126368
Starbucks,15105-157269,DSGI Fulham,Licensed,Wandsworth Bridge Road,London,ENG,GB,SW6 2TZ,2073847259,GMT+0:00 Europe/London,-0.189858,51.467196,,Wandsworth Bridge Road SW6 2TZ,,,,,,,Wandsworth Bridge Road SW6 2TZ,51.467196,-0.189858
Starbucks,12261-55319,Notting Hill Gate,Company Owned,64 Notting Hill Gate,London,ENG,GB,W11 3HT,2072296233,GMT+0:00 Europe/London,-0.195805,51.509322,,64 Notting Hill Gate W11 3HT,,,,,,,64 Notting Hill Gate W11 3HT,51.509322,-0.195805
Starbucks,12546-95758,Shepherds Bush - Uxbridge Road,Company Owned,"62 Uxbridge Road, Shepherds Bush",London,ENG,GB,W12 8LP,2088112324,GMT+0:00 Europe/London,-0.219491,51.504607,,"62 Uxbridge Road, Shepherds Bush W12 8LP",,,,,,,"62 Uxbridge Road, Shepherds Bush W12 8LP",51.504607,-0.219491
Starbucks,12006-10257,Grosvenor Street,Company Owned,3 Grosvenor Street,London,ENG,GB,W1K 4PU,020 7495 5534,GMT+0:00 Europe/London,-0.145041,51.512259,,3 Grosvenor Street W1K 4PU,,,,,,,3 Grosvenor Street W1K 4PU,51.512259,-0.145041
Starbucks,12207-33145,Finsbury Square,Company Owned,"74/78 Finsbury Pavement, Units 4",London,ENG,GB,EC2A 1AT,2075889286,GMT+0:00 Europe/London,-0.087108,51.520234,,"74/78 Finsbury Pavement, Units 4 EC2A 1AT",,,,,,,"74/78 Finsbury Pavement, Units 4 EC2A 1AT",51.520234,-0.087108
Starbucks,12021-10341,Carnaby Street,Company Owned,"34 Great Marlborough St, (Carnaby Street)",London,ENG,GB,W1F 7JD,2074340778,GMT+0:00 Europe/London,-0.139257,51.513893,,"34 Great Marlborough St, (Carnaby Street) W1F 7JD",,,,,,,"34 Great Marlborough St, (Carnaby Street) W1F 7JD",51.513893,-0.139257
Starbucks,12144-16814,Cowcross Place,Company Owned,"Zinc House, Unit 1",London,ENG,GB,EC1M 6DQ,2074903973,GMT+0:00 Europe/London,-0.103509,51.520263,,"Zinc House, Unit 1 EC1M 6DQ",,,,,,,"Zinc House, Unit 1 EC1M 6DQ",51.520263,-0.103509
Starbucks,17548-183076,Byward Street,Company Owned,9 Byward Street,London,ENG,GB,EC3R 5AS,2072832474,GMT+0:00 Europe/London,-0.079771,51.509791,,9 Byward Street EC3R 5AS,,,,,,,9 Byward Street EC3R 5AS,51.509791,-0.079771
Starbucks,12278-55759,Great Russell Street,Company Owned,51 Great Russell Street,London,ENG,GB,WC1B 3BA,2074044939,GMT+0:00 Europe/London,-0.125658,51.518288,,51 Great Russell Street WC1B 3BA,,,,,,,51 Great Russell Street WC1B 3BA,51.518288,-0.125658
Starbucks,16660-174224,SSP Liverpool St Broadgate Link,Licensed,59 Broadgate Link,London,ENG,GB,EC2M 7PY,,GMT+0:00 Europe/London,-0.083752,51.519057,,59 Broadgate Link EC2M 7PY,,,,,,,59 Broadgate Link EC2M 7PY,51.519057,-0.083752
Starbucks,12436-92761,White City - Vivacity,Company Owned,"201 Wood Lane, Media Village, Kensington High St.",London,ENG,GB,W12 7TU,2087429326,GMT+0:00 Europe/London,-0.227219,51.513214,,"201 Wood Lane, Media Village, Kensington High St. W12 7TU",,,,,,,"201 Wood Lane, Media Village, Kensington High St. W12 7TU",51.513214,-0.227219
Starbucks,12004-10855,Kensington High Street,Company Owned,"25a Kensington High St, J Sainsbury's plc",London,ENG,GB,W8 5NP,2079375446,GMT+0:00 Europe/London,-0.205002,51.497137,,"25a Kensington High St, J Sainsbury's plc W8 5NP",,,,,,,"25a Kensington High St, J Sainsbury's plc W8 5NP",51.497137,-0.205002
Starbucks,12300-65543,Hendon - Sainsbury's,Company Owned,"Hyde Estate Road, Starbucks c/o Sainsbury's, Starbucks c/o Sainsbury's",London,ENG,GB,NW9 6JX,2082058928,GMT+0:00 Europe/London,-0.244471,51.582029,,"Hyde Estate Road, Starbucks c/o Sainsbury's, Starbucks c/o Sainsbury's NW9 6JX",,,,,,,"Hyde Estate Road, Starbucks c/o Sainsbury's, Starbucks c/o Sainsbury's NW9 6JX",51.582029,-0.244471
Starbucks,12277-56620,Winchmore Hill - Sainsbury's,Company Owned,"681 Greens Lane, Winchmore Hill",London,ENG,GB,N21 3RS,2083643726,GMT+0:00 Europe/London,-0.09856,51.629557,,"681 Greens Lane, Winchmore Hill N21 3RS",,,,,,,"681 Greens Lane, Winchmore Hill N21 3RS",51.629557,-0.09856
Starbucks,12202-23649,Leadenhall Street,Company Owned,11 Leadenhall Street,London,ENG,GB,EC3V 1LP,2076231745,GMT+0:00 Europe/London,-0.082978,51.513233,,11 Leadenhall Street EC3V 1LP,,,,,,,11 Leadenhall Street EC3V 1LP,51.513233,-0.082978
Starbucks,12374-78721,High Holborn,Company Owned,90 High Holborn,London,ENG,GB,WC1V 6LJ,2072421598,GMT+0:00 Europe/London,-0.1181,51.518152,,90 High Holborn WC1V 6LJ,,,,,,,90 High Holborn WC1V 6LJ,51.518152,-0.1181
Starbucks,25409-240951,Fox Excel,Franchise,"Warehouse K, ExCel Centre, 2 Western Gateway",London,ENG,GB,E16 1DR,0207 4768168,GMT+0:00 Europe/London,0.025478,51.508784,,"Warehouse K, ExCel Centre, 2 Western Gateway E16 1DR",,,,,,,"Warehouse K, ExCel Centre, 2 Western Gateway E16 1DR",51.508784,0.025478
Starbucks,12656-102946,St Martins Lane,Company Owned,99 St Martins Lane,London,ENG,GB,WC2N 4AS,2072405789,GMT+0:00 Europe/London,-0.127128,51.510486,,99 St Martins Lane WC2N 4AS,,,,,,,99 St Martins Lane WC2N 4AS,51.510486,-0.127128
Starbucks,12796-140418,Baker Street (58),Company Owned,58 Baker Street,London,ENG,GB,W1U 7DD,2074863968,GMT+0:00 Europe/London,-0.155835,51.519052,,58 Baker Street W1U 7DD,,,,,,,58 Baker Street W1U 7DD,51.519052,-0.155835
Starbucks,25631-241705,Upper St Martins Lane,Company Owned,5 Upper ST Martins Lane,London,ENG,GB,WC2H 9EA,2072408591,GMT+0:00 Europe/London,-0.127584,51.512434,,5 Upper ST Martins Lane WC2H 9EA,,,,,,,5 Upper ST Martins Lane WC2H 9EA,51.512434,-0.127584
Starbucks,12151-19263,Fulham - Chels&West Hospital,Company Owned,"369 Fulham Road, Unit A and B",London,ENG,GB,SW10 9TR,2077951772,GMT+0:00 Europe/London,-0.181994,51.484905,,"369 Fulham Road, Unit A and B SW10 9TR",,,,,,,"369 Fulham Road, Unit A and B SW10 9TR",51.484905,-0.181994
Starbucks,12205-34522,Holland Park Avenue,Company Owned,76 - 78 Holland Park Avenue,London,ENG,GB,W11 3RB,2072297357,GMT+0:00 Europe/London,-0.205763,51.507318,,76 - 78 Holland Park Avenue W11 3RB,,,,,,,76 - 78 Holland Park Avenue W11 3RB,51.507318,-0.205763
Starbucks,22891-225945,Knightsbridge Underground,Franchise,"New Retail Unit, Knightsbridge Underground Station",London,ENG,GB,SW3 1ED,,GMT+0:00 Europe/London,-0.16096,51.501275,,"New Retail Unit, Knightsbridge Underground Station SW3 1ED",,,,,,,"New Retail Unit, Knightsbridge Underground Station SW3 1ED",51.501275,-0.16096
Starbucks,12318-47400,Hampstead - South End Road,Company Owned,"5-7 South End Road, South Hampstead",London,ENG,GB,NW3 2PT,2074314744,GMT+0:00 Europe/London,-0.165863,51.554207,,"5-7 South End Road, South Hampstead NW3 2PT",,,,,,,"5-7 South End Road, South Hampstead NW3 2PT",51.554207,-0.165863
Starbucks,12779-140491,Palmers Green - Green Lanes,Company Owned,"305-307 Green Lanes, London, Heathrow Express Area",London,ENG,GB,N13 4YB,2088862587,GMT+0:00 Europe/London,-0.10899,51.618023,,"305-307 Green Lanes, London, Heathrow Express Area N13 4YB",,,,,,,"305-307 Green Lanes, London, Heathrow Express Area N13 4YB",51.618023,-0.10899
Starbucks,12541-95604,Paddington Station - Mezzanine,Company Owned,"Heathrow Express Area, Unit 3 - The Lawns., The Brunswick Centre",London,ENG,GB,W2 1AE,2077067268,GMT+0:00 Europe/London,-0.177011,51.516711,,"Heathrow Express Area, Unit 3 - The Lawns., The Brunswick Centre W2 1AE",,,,,,,"Heathrow Express Area, Unit 3 - The Lawns., The Brunswick Centre W2 1AE",51.516711,-0.177011
Starbucks,12420-88040,Brunswick Centre,Company Owned,"Brunswick Centre, Unit 7",London,ENG,GB,WC1N 1AW,2078370567,GMT+0:00 Europe/London,-0.123372,51.523912,,"Brunswick Centre, Unit 7 WC1N 1AW",,,,,,,"Brunswick Centre, Unit 7 WC1N 1AW",51.523912,-0.123372
Starbucks,3607-145624,SSP Liverpoll St Bishopsgate,Licensed,Lower Concourse,London,ENG,GB,EC2M 7QH,2072470438,GMT+0:00 Europe/London,-0.082878,51.517894,,Lower Concourse EC2M 7QH,,,,,,,Lower Concourse EC2M 7QH,51.517894,-0.082878
Starbucks,12162-22021,Euston Tower,Company Owned,"Unit 1A Euston Tower Podium, Regents Place",London,ENG,GB,NW1 3DP,2073887651,GMT+0:00 Europe/London,-0.139332,51.525125,,"Unit 1A Euston Tower Podium, Regents Place NW1 3DP",,,,,,,"Unit 1A Euston Tower Podium, Regents Place NW1 3DP",51.525125,-0.139332
Starbucks,12898-137731,Surrey Quays Shopping Ctr - Ground,Company Owned,"13-15 Surrey Quays, Unit B",London,ENG,GB,SE16 7LL,020 7231 4939,GMT+0:00 Europe/London,-0.046501,51.4949,,"13-15 Surrey Quays, Unit B SE16 7LL",,,,,,,"13-15 Surrey Quays, Unit B SE16 7LL",51.4949,-0.046501
Starbucks,12376-78821,Wardour Street/Brewer Street,Company Owned,"60 - 66 Wardour Street, Ground Floor",London,ENG,GB,W1F 0TA,2072874834,GMT+0:00 Europe/London,-0.133306,51.512783,,"60 - 66 Wardour Street, Ground Floor W1F 0TA",,,,,,,"60 - 66 Wardour Street, Ground Floor W1F 0TA",51.512783,-0.133306
Starbucks,12291-47983,Cavendish Square,Company Owned,"33 Cavendish Square, Unit 1",London,ENG,GB,W1G 0PW,2076290191,GMT+0:00 Europe/London,-0.14413,51.516012,,"33 Cavendish Square, Unit 1 W1G 0PW",,,,,,,"33 Cavendish Square, Unit 1 W1G 0PW",51.516012,-0.14413
Starbucks,12119-11947,Golders Green,Company Owned,"7-9 Golders Green Road, The Torrington Public House",London,ENG,GB,NW11 8DY,2084584218,GMT+0:00 Europe/London,-0.195932,51.571763,,"7-9 Golders Green Road, The Torrington Public House NW11 8DY",,,,,,,"7-9 Golders Green Road, The Torrington Public House NW11 8DY",51.571763,-0.195932
Starbucks,12601-98270,North Finchley - High Road,Company Owned,"811 High Road, Unit A, The Torrington Public House",London,ENG,GB,N12 8JR,2084927765,GMT+0:00 Europe/London,-73.120466,41.800969,,"811 High Road, Unit A, The Torrington Public House N12 8JR",,,,,,,"811 High Road, Unit A, The Torrington Public House N12 8JR",41.800969,-73.120466
Starbucks,12639-101079,Vauxhall - Lambeth Road,Company Owned,"2 South Lambeth Road, Vauxhall",London,ENG,GB,SW8 1SP,2075871914,GMT+0:00 Europe/London,-0.123583,51.485567,,"2 South Lambeth Road, Vauxhall SW8 1SP",,,,,,,"2 South Lambeth Road, Vauxhall SW8 1SP",51.485567,-0.123583
Starbucks,12197-33141,Cheapside,Company Owned,"143-144 Cheapside, Unit 3",London,ENG,GB,EC2V 6BJ,2076004711,GMT+0:00 Europe/London,-0.096022,51.51458,,"143-144 Cheapside, Unit 3 EC2V 6BJ",,,,,,,"143-144 Cheapside, Unit 3 EC2V 6BJ",51.51458,-0.096022
Starbucks,12404-85703,Embankment,Company Owned,1-3 Villiers street,London,ENG,GB,WC2N 6NN,2079300649,GMT+0:00 Europe/London,-0.122839,51.507451,,1-3 Villiers street WC2N 6NN,,,,,,,1-3 Villiers street WC2N 6NN,51.507451,-0.122839
Starbucks,12085-11295,Hampstead - West End Lane,Company Owned,201A West End Lane,London,ENG,GB,NW6 2LJ,2073729614,GMT+0:00 Europe/London,-0.191262,51.547754,,201A West End Lane NW6 2LJ,,,,,,,201A West End Lane NW6 2LJ,51.547754,-0.191262
Starbucks,12078-11926,Villiers Street,Company Owned,"14 Villiers Street, Unit 14, Whiteleys of Bayswater",London,ENG,GB,WC2N 6NQ,2079302129,GMT+0:00 Europe/London,-0.123989,51.5081,,"14 Villiers Street, Unit 14, Whiteleys of Bayswater WC2N 6NQ",,,,,,,"14 Villiers Street, Unit 14, Whiteleys of Bayswater WC2N 6NQ",51.5081,-0.123989
Starbucks,12065-10876,Bayswater - Whiteleys,Company Owned,"Unit 217,   2nd Floor, Unit 217 (2nd Floor)",London,ENG,GB,W2 4BS,2077271939,GMT+0:00 Europe/London,-0.187927,51.513289,,"Unit 217,   2nd Floor, Unit 217 (2nd Floor) W2 4BS",,,,,,,"Unit 217,   2nd Floor, Unit 217 (2nd Floor) W2 4BS",51.513289,-0.187927
Starbucks,28836-251454,Victoria Coach Station,Franchise,"Unit 2.1, departures terminal gate 11",London,ENG,GB,SW1W 9TP,020 7730 2306,GMT+0:00 Europe/London,-0.148363,51.492375,,"Unit 2.1, departures terminal gate 11 SW1W 9TP",,,,,,,"Unit 2.1, departures terminal gate 11 SW1W 9TP",51.492375,-0.148363
Starbucks,12068-11195,Langham Place W1,Company Owned,1 - 2  Langham Place,London,ENG,GB,W1B 3DE,2075806199,GMT+0:00 Europe/London,-0.142687,51.517545,,1 - 2  Langham Place W1B 3DE,,,,,,,1 - 2  Langham Place W1B 3DE,51.517545,-0.142687
Starbucks,12072-11115,Clapham - Northcote Road,Company Owned,33/38 Northcote Road,London,ENG,GB,SW11 1NZ,2073502887,GMT+0:00 Europe/London,-0.166684,51.459561,,33/38 Northcote Road SW11 1NZ,,,,,,,33/38 Northcote Road SW11 1NZ,51.459561,-0.166684
Starbucks,12153-17957,Minories,Company Owned,48-50 Minories,London,ENG,GB,EC3N 1JJ,2077023428,GMT+0:00 Europe/London,-0.075052,51.511484,,48-50 Minories EC3N 1JJ,,,,,,,48-50 Minories EC3N 1JJ,51.511484,-0.075052
Starbucks,15880-162205,SSP Waterloo Main Store,Licensed,"12 A Mepham Street, Main concourse opposite platform 19/20, The Coronium Cafe",London,ENG,GB,SE1 8SE,,GMT+0:00 Europe/London,-0.113543,51.503739,,"12 A Mepham Street, Main concourse opposite platform 19/20, The Coronium Cafe SE1 8SE",,,,,,,"12 A Mepham Street, Main concourse opposite platform 19/20, The Coronium Cafe SE1 8SE",51.503739,-0.113543
Starbucks,12275-63746,Docklands - St Katharine's Dock,Company Owned,Cloister Walk,London,ENG,GB,E1 9LD,2076801125,GMT+0:00 Europe/London,-0.073486,51.5075,,Cloister Walk E1 9LD,,,,,,,Cloister Walk E1 9LD,51.5075,-0.073486
Starbucks,18562-192607,SSP King's Cross Kiosk,Licensed,Northern Ticket Hall (Unit 2),London,ENG,GB,NW1 2AL,,GMT+0:00 Europe/London,-0.129214,51.528374,,Northern Ticket Hall (Unit 2) NW1 2AL,,,,,,,Northern Ticket Hall (Unit 2) NW1 2AL,51.528374,-0.129214
Starbucks,27845-248888,London Cineworld Fulham Road,Licensed,"Cineworld Cinemas, 142 Fulham Road, West One Centre",London,ENG,GB,SW10 9QR,,GMT+0:00 Europe/London,-0.179493,51.487135,,"Cineworld Cinemas, 142 Fulham Road, West One Centre SW10 9QR",,,,,,,"Cineworld Cinemas, 142 Fulham Road, West One Centre SW10 9QR",51.487135,-0.179493
Starbucks,12808-140544,West One Centre,Company Owned,"381 Oxford Street, Unit G13",London,ENG,GB,W1C 2JS,020 76295404,GMT+0:00 Europe/London,-0.149302,51.513825,,"381 Oxford Street, Unit G13 W1C 2JS",,,,,,,"381 Oxford Street, Unit G13 W1C 2JS",51.513825,-0.149302
Starbucks,12315-62403,Euston Road,Company Owned,93 Euston Road,London,ENG,GB,NW1 2RA,2073872505,GMT+0:00 Europe/London,-0.12711,51.52846,,93 Euston Road NW1 2RA,,,,,,,93 Euston Road NW1 2RA,51.52846,-0.12711
Starbucks,12685-104385,Whitechapel Road,Company Owned,"45 Whitechapel Road, Unit 5",London,ENG,GB,E1 1DU,2072473729,GMT+0:00 Europe/London,-0.068443,51.516951,,"45 Whitechapel Road, Unit 5 E1 1DU",,,,,,,"45 Whitechapel Road, Unit 5 E1 1DU",51.516951,-0.068443
Starbucks,12437-92928,Maida Vale - Randolph Ave,Company Owned,"168-170 Randolph Avenue, Maidavale",London,ENG,GB,W9 1PE,2073725918,GMT+0:00 Europe/London,-0.186177,51.530223,,"168-170 Randolph Avenue, Maidavale W9 1PE",,,,,,,"168-170 Randolph Avenue, Maidavale W9 1PE",51.530223,-0.186177
Starbucks,12212-38581,Brushfield Street,Company Owned,8-10 Brushfield Street,London,ENG,GB,E1 6AN,2072479087,GMT+0:00 Europe/London,-0.078616,51.518854,,8-10 Brushfield Street E1 6AN,,,,,,,8-10 Brushfield Street E1 6AN,51.518854,-0.078616
Starbucks,16025-157744,Stratford - Westfield Lower Ground,Company Owned,"Unit SU0038, Westfield Stratford",London,ENG,GB,E15,2085346698,GMT+0:00 Europe/London,-0.005004,51.542893,,"Unit SU0038, Westfield Stratford E15",,,,,,,"Unit SU0038, Westfield Stratford E15",51.542893,-0.005004
